"CDR_ID","CALLING_MSISDN","CALLED_MSISDN","CALL_START_TIME","CALL_END_TIME","CALL_DURATION_SECONDS","CALL_TYPE","CELL_ID","IMSI","IMEI","CALL_CHARGE"
6766,"+251713106184","+251797321653",03-DEC-23 09.46.33.180853000 AM,03-DEC-23 10.45.06.180853000 AM,3513,"Local","CELL0766","IMSI000000134299718","IMEI000000886365229",17.57
6767,"+251713106184","+251752819865",11-NOV-23 02.11.34.785850000 PM,11-NOV-23 03.01.22.785850000 PM,2988,"International","CELL0767","IMSI000000741439757","IMEI000000836634760",149.4
6768,"+251713106184","+251718475306",09-OCT-23 07.00.41.646161000 PM,09-OCT-23 07.56.01.646161000 PM,3320,"Roaming","CELL0768","IMSI000000316351454","IMEI000000541815692",99.6
6769,"+251713106184","+251738055807",11-JAN-24 03.14.07.025003000 AM,11-JAN-24 03.19.53.025003000 AM,346,"Local","CELL0769","IMSI000000915879276","IMEI000000589258599",1.73
6770,"+251713106184","+251791914084",31-DEC-23 03.04.03.963171000 AM,31-DEC-23 03.14.19.963171000 AM,616,"National","CELL0770","IMSI000000840873916","IMEI000000257886929",6.16
6771,"+25172836854.","+251795705947",15-NOV-24 01.20.45.883003000 AM,15-NOV-24 02.07.36.883003000 AM,2811,"National","CELL0771","IMSI000000940064619","IMEI000000710522964",28.11
6772,"+25172836854.","+251789493140",24-AUG-24 02.53.34.579844000 AM,24-AUG-24 03.32.41.579844000 AM,2347,"Local","CELL0772","IMSI000000649232286","IMEI000000859144333",11.74
6773,"+25172836854.","+251796428424",04-DEC-24 03.39.47.112503000 AM,04-DEC-24 04.25.23.112503000 AM,2736,"Roaming","CELL0773","IMSI000000816849979","IMEI000000184626700",82.08
6774,"+25172836854.","+25174289155.",08-DEC-24 06.31.11.428854000 PM,08-DEC-24 07.27.41.428854000 PM,3390,"National","CELL0774","IMSI000000979808476","IMEI000000806981876",33.9
6775,"+25172836854.","+251747833711",15-NOV-24 02.21.18.562675000 AM,15-NOV-24 02.26.07.562675000 AM,289,"National","CELL0775","IMSI000000944316913","IMEI000000796617081",2.89
6776,"+25172836854.","+251741208446",28-NOV-24 04.51.08.067800000 AM,28-NOV-24 05.13.47.067800000 AM,1359,"National","CELL0776","IMSI000000453273396","IMEI000000070380514",13.59
6777,"+25172836854.","+251756105645",24-SEP-24 02.23.23.983763000 PM,24-SEP-24 02.27.38.983763000 PM,255,"Local","CELL0777","IMSI000000657347572","IMEI000000846353422",1.28
6778,"+25172836854.","+251713230866",20-NOV-24 11.24.27.431103000 PM,21-NOV-24 12.20.02.431103000 AM,3335,"Local","CELL0778","IMSI000000487842161","IMEI000000906859984",16.68
6779,"+251734116025","+251714613604",26-JUN-23 06.27.32.680792000 PM,26-JUN-23 06.43.27.680792000 PM,955,"Local","CELL0779","IMSI000000115268785","IMEI000000055620681",4.78
6780,"+251734116025","+251761633704",19-JUL-23 08.44.03.688073000 AM,19-JUL-23 09.06.54.688073000 AM,1371,"Roaming","CELL0780","IMSI000000119732494","IMEI000000144170789",41.13
6781,"+251734116025","+251796924942",10-MAY-23 08.01.08.664218000 AM,10-MAY-23 08.14.19.664218000 AM,791,"Local","CELL0781","IMSI000000264616034","IMEI000000739787585",3.96
6782,"+251734116025","+251729969572",26-JUN-23 03.14.22.936187000 AM,26-JUN-23 03.26.48.936187000 AM,746,"International","CELL0782","IMSI000000875774204","IMEI000000150240651",37.3
6783,"+251734116025","+251752088703",29-MAR-23 02.39.09.889639000 PM,29-MAR-23 02.45.10.889639000 PM,361,"National","CELL0783","IMSI000000258090638","IMEI000000920494543",3.61
6784,"+251734116025","+251788193172",27-MAR-23 05.23.26.198610000 AM,27-MAR-23 05.55.38.198610000 AM,1932,"Local","CELL0784","IMSI000000082644006","IMEI000000305113060",9.66
6785,"+251734116025","+251759413663",01-JUN-23 10.28.08.879971000 AM,01-JUN-23 11.12.06.879971000 AM,2638,"International","CELL0785","IMSI000000831388096","IMEI000000916952209",131.9
6786,"+251734116025","+251736867701",13-JUN-23 02.33.55.523139000 AM,13-JUN-23 02.38.18.523139000 AM,263,"Roaming","CELL0786","IMSI000000999426369","IMEI000000013796381",7.89
6787,"+251734116025","+251736847318",02-APR-23 11.06.54.928988000 PM,02-APR-23 11.42.43.928988000 PM,2149,"Roaming","CELL0787","IMSI000000241430013","IMEI000000851722395",64.47
6788,"+251734116025","+251721275837",03-MAY-23 03.53.53.176051000 AM,03-MAY-23 04.39.35.176051000 AM,2742,"Roaming","CELL0788","IMSI000000111898590","IMEI000000818217109",82.26
6789,"+251734116025","+251764362588",01-JUN-23 12.51.41.432218000 PM,01-JUN-23 01.38.22.432218000 PM,2801,"International","CELL0789","IMSI000000415136042","IMEI000000254312255",140.05
6790,"+251734116025","+251793951399",04-APR-23 08.49.14.240947000 AM,04-APR-23 09.43.05.240947000 AM,3231,"International","CELL0790","IMSI000000137884022","IMEI000000973525974",161.55
6791,"+251748919491","+25178874900.",22-JUN-24 11.36.46.933143000 AM,22-JUN-24 12.28.39.933143000 PM,3113,"Local","CELL0791","IMSI000000136949245","IMEI000000367074389",15.57
6792,"+251748919491","+251708359167",22-APR-24 11.26.00.790730000 PM,22-APR-24 11.51.23.790730000 PM,1523,"Local","CELL0792","IMSI000000240827176","IMEI000000166262183",7.62
6793,"+251748919491","+251744601646",12-MAY-24 10.39.56.627327000 PM,12-MAY-24 11.37.52.627327000 PM,3476,"National","CELL0793","IMSI000000939587790","IMEI000000060783386",34.76
6794,"+251748919491","+251710422507",16-APR-24 06.54.20.510947000 AM,16-APR-24 06.57.51.510947000 AM,211,"Local","CELL0794","IMSI000000640902226","IMEI000000287933973",1.06
6795,"+251748919491","+251719880073",22-APR-24 09.56.13.979726000 AM,22-APR-24 10.00.41.979726000 AM,268,"International","CELL0795","IMSI000000461346809","IMEI000000012028476",13.4
6796,"+251748919491","+251752256474",06-APR-24 10.55.39.866493000 PM,06-APR-24 11.11.10.866493000 PM,931,"National","CELL0796","IMSI000000051266222","IMEI000000999503417",9.31
6797,"+251748919491","+251767844452",19-JUN-24 06.05.05.992832000 AM,19-JUN-24 07.05.01.992832000 AM,3596,"Roaming","CELL0797","IMSI000000996012088","IMEI000000101381850",107.88
6798,"+251748919491","+251784805208",28-JUN-24 05.02.04.928570000 AM,28-JUN-24 05.05.32.928570000 AM,208,"Local","CELL0798","IMSI000000778287889","IMEI000000277212201",1.04
6799,"+251748919491","+251740437592",10-JUL-24 09.45.57.253189000 PM,10-JUL-24 09.52.08.253189000 PM,371,"Local","CELL0799","IMSI000000877176891","IMEI000000964568194",1.86
6800,"+25175776946.","+251796521277",04-AUG-23 08.53.35.840673000 PM,04-AUG-23 09.15.52.840673000 PM,1337,"Local","CELL0800","IMSI000000531071769","IMEI000000007273995",6.69
6801,"+25175776946.","+251784978772",19-JUN-23 07.19.37.726403000 PM,19-JUN-23 07.27.06.726403000 PM,449,"National","CELL0801","IMSI000000029797773","IMEI000000127125224",4.49
6802,"+25175776946.","+251705946830",23-JUL-23 06.39.50.374904000 AM,23-JUL-23 06.54.25.374904000 AM,875,"Roaming","CELL0802","IMSI000000228859532","IMEI000000024032866",26.25
6803,"+25175776946.","+251748506778",03-JUL-23 08.03.02.282265000 PM,03-JUL-23 08.48.45.282265000 PM,2743,"National","CELL0803","IMSI000000325175699","IMEI000000289031154",27.43
6804,"+25175776946.","+251729844904",22-AUG-23 04.11.45.210395000 PM,22-AUG-23 04.33.56.210395000 PM,1331,"Local","CELL0804","IMSI000000855396207","IMEI000000872004113",6.66
6805,"+25176545521.","+251771748036",16-MAR-24 07.33.44.081007000 PM,16-MAR-24 08.16.59.081007000 PM,2595,"Local","CELL0805","IMSI000000785804578","IMEI000000065078896",12.98
6806,"+25176545521.","+251790917606",24-MAR-24 02.43.23.946311000 PM,24-MAR-24 03.19.30.946311000 PM,2167,"National","CELL0806","IMSI000000748627879","IMEI000000715168566",21.67
6807,"+25176545521.","+251764323900",29-JAN-24 07.59.22.515096000 PM,29-JAN-24 08.14.10.515096000 PM,888,"International","CELL0807","IMSI000000180595470","IMEI000000564558569",44.4
6808,"+25176545521.","+251736342540",31-DEC-23 04.18.55.881956000 PM,31-DEC-23 04.58.22.881956000 PM,2367,"Local","CELL0808","IMSI000000473376406","IMEI000000479997349",11.84
6809,"+25176545521.","+251736298903",23-JAN-24 04.06.14.853294000 PM,23-JAN-24 04.13.15.853294000 PM,421,"Local","CELL0809","IMSI000000516657004","IMEI000000652601243",2.11
6810,"+25176545521.","+251711610286",03-JAN-24 03.24.57.919341000 AM,03-JAN-24 03.59.17.919341000 AM,2060,"Roaming","CELL0810","IMSI000000861607021","IMEI000000505822326",61.8
6811,"+25176545521.","+251782144804",29-MAR-24 05.27.09.475376000 AM,29-MAR-24 05.44.53.475376000 AM,1064,"Local","CELL0811","IMSI000000636126489","IMEI000000018306673",5.32
6812,"+25176545521.","+251743145489",30-JAN-24 05.21.35.501066000 AM,30-JAN-24 06.12.20.501066000 AM,3045,"National","CELL0812","IMSI000000698122459","IMEI000000129143198",30.45
6813,"+25176545521.","+251773520662",20-MAR-24 08.49.51.175689000 PM,20-MAR-24 08.51.34.175689000 PM,103,"National","CELL0813","IMSI000000309508393","IMEI000000596155907",1.03
6814,"+25176545521.","+251783570879",10-JAN-24 08.35.57.379533000 PM,10-JAN-24 09.35.23.379533000 PM,3566,"Local","CELL0814","IMSI000000437167413","IMEI000000750036597",17.83
6815,"+251771519511","+251716991618",19-DEC-24 10.37.37.088332000 PM,19-DEC-24 11.08.30.088332000 PM,1853,"International","CELL0815","IMSI000000573154586","IMEI000000630632452",92.65
6816,"+251771519511","+251782234627",08-SEP-24 02.44.18.700791000 PM,08-SEP-24 03.31.52.700791000 PM,2854,"Roaming","CELL0816","IMSI000000428028932","IMEI000000884858856",85.62
6817,"+251771519511","+251759507035",23-AUG-24 04.43.09.726203000 AM,23-AUG-24 04.44.27.726203000 AM,78,"Local","CELL0817","IMSI000000601429170","IMEI000000285900582",0.39
6818,"+251771519511","+251774531473",26-NOV-24 10.05.57.962228000 PM,26-NOV-24 10.48.57.962228000 PM,2580,"Local","CELL0818","IMSI000000853833333","IMEI000000283447019",12.9
6819,"+251771519511","+251781506921",16-OCT-24 12.29.32.452921000 AM,16-OCT-24 01.03.09.452921000 AM,2017,"Roaming","CELL0819","IMSI000000620148041","IMEI000000091758301",60.51
6820,"+251771519511","+251706280803",29-SEP-24 07.01.47.704848000 AM,29-SEP-24 07.59.03.704848000 AM,3436,"Local","CELL0820","IMSI000000098785799","IMEI000000445402167",17.18
6821,"+251771519511","+251763407363",15-SEP-24 10.15.55.661477000 AM,15-SEP-24 11.12.42.661477000 AM,3407,"National","CELL0821","IMSI000000803755214","IMEI000000063878958",34.07
6822,"+251771519511","+251794923432",04-NOV-24 05.00.37.725280000 AM,04-NOV-24 05.45.34.725280000 AM,2697,"National","CELL0822","IMSI000000413236016","IMEI000000503168786",26.97
6823,"+251771519511","+251796825910",25-NOV-24 11.59.56.663302000 AM,25-NOV-24 12.16.16.663302000 PM,980,"Local","CELL0823","IMSI000000043552746","IMEI000000350294372",4.9
6824,"+251771519511","+251752840290",12-NOV-24 02.41.59.264675000 PM,12-NOV-24 03.19.20.264675000 PM,2241,"Local","CELL0824","IMSI000000536753353","IMEI000000158821343",11.21
6825,"+251771519511","+251747940688",12-DEC-24 02.22.16.996659000 PM,12-DEC-24 03.10.51.996659000 PM,2915,"Local","CELL0825","IMSI000000178099456","IMEI000000775118174",14.58
6826,"+251771519511","+251782024473",04-DEC-24 04.25.23.608002000 AM,04-DEC-24 05.14.10.608002000 AM,2927,"Roaming","CELL0826","IMSI000000231204346","IMEI000000984899375",87.81
6827,"+251771519511","+251733600859",15-SEP-24 06.38.51.704498000 AM,15-SEP-24 07.03.05.704498000 AM,1454,"Local","CELL0827","IMSI000000038671413","IMEI000000965894012",7.27
6828,"+251771519511","+251776813961",12-OCT-24 10.37.41.619352000 AM,12-OCT-24 11.29.31.619352000 AM,3110,"Local","CELL0828","IMSI000000029978502","IMEI000000579448760",15.55
6829,"+251771519511","+251734832663",05-NOV-24 08.44.08.940003000 PM,05-NOV-24 08.54.28.940003000 PM,620,"Local","CELL0829","IMSI000000484751973","IMEI000000552901704",3.1
6830,"+251788047393","+251755827570",17-APR-23 09.59.49.675927000 AM,17-APR-23 10.54.35.675927000 AM,3286,"Local","CELL0830","IMSI000000122727609","IMEI000000549240858",16.43
6831,"+251788047393","+251763385397",20-MAY-23 08.31.43.614979000 PM,20-MAY-23 09.01.17.614979000 PM,1774,"Local","CELL0831","IMSI000000885858316","IMEI000000653649905",8.87
6832,"+251788047393","+251769962881",02-JUN-23 11.13.50.482221000 AM,02-JUN-23 12.11.14.482221000 PM,3444,"Local","CELL0832","IMSI000000910317713","IMEI000000409275827",17.22
6833,"+251788047393","+25179233446.",18-MAR-23 08.08.22.508388000 AM,18-MAR-23 08.22.29.508388000 AM,847,"Local","CELL0833","IMSI000000410754307","IMEI000000415475366",4.24
6834,"+251788047393","+251744614688",25-MAY-23 06.35.17.376544000 AM,25-MAY-23 06.54.41.376544000 AM,1164,"Local","CELL0834","IMSI000000937297618","IMEI000000114822137",5.82
6835,"+251788047393","+251773956164",16-MAR-23 01.42.44.313835000 PM,16-MAR-23 02.11.52.313835000 PM,1748,"Roaming","CELL0835","IMSI000000948425768","IMEI000000343884644",52.44
6836,"+251794384898","+251751941198",26-FEB-24 07.20.11.501009000 AM,26-FEB-24 07.34.38.501009000 AM,867,"National","CELL0836","IMSI000000555664658","IMEI000000857727768",8.67
6837,"+251794384898","+251745788611",05-MAR-24 08.29.16.671970000 AM,05-MAR-24 09.09.59.671970000 AM,2443,"Roaming","CELL0837","IMSI000000385913379","IMEI000000703484410",73.29
6838,"+251794384898","+251793964115",18-MAY-24 01.21.26.283286000 AM,18-MAY-24 01.56.57.283286000 AM,2131,"Local","CELL0838","IMSI000000523652587","IMEI000000558397266",10.66
6839,"+251794384898","+251778172221",05-JUN-24 02.16.59.438395000 AM,05-JUN-24 03.11.16.438395000 AM,3257,"International","CELL0839","IMSI000000526986695","IMEI000000685587332",162.85
6840,"+251794384898","+251787477466",28-FEB-24 01.14.09.069985000 AM,28-FEB-24 01.28.43.069985000 AM,874,"National","CELL0840","IMSI000000054353046","IMEI000000729233441",8.74
6841,"+251794384898","+251736425179",16-APR-24 02.51.47.495283000 AM,16-APR-24 03.03.38.495283000 AM,711,"International","CELL0841","IMSI000000488441371","IMEI000000090539923",35.55
6842,"+251794384898","+251784701361",30-APR-24 10.47.48.569955000 AM,30-APR-24 11.21.35.569955000 AM,2027,"Roaming","CELL0842","IMSI000000730221094","IMEI000000193066009",60.81
6843,"+251794384898","+251796805629",26-FEB-24 02.44.16.836002000 PM,26-FEB-24 03.13.09.836002000 PM,1733,"National","CELL0843","IMSI000000500347679","IMEI000000018132754",17.33
6844,"+251794384898","+251777990394",22-JUN-24 11.22.28.173813000 AM,22-JUN-24 11.35.17.173813000 AM,769,"National","CELL0844","IMSI000000299294482","IMEI000000202114984",7.69
6845,"+251794384898","+251795264130",18-MAR-24 08.20.40.442070000 PM,18-MAR-24 08.38.35.442070000 PM,1075,"Roaming","CELL0845","IMSI000000753462197","IMEI000000806568181",32.25
6846,"+251739339279","+251755739087",13-MAR-24 07.18.24.361648000 AM,13-MAR-24 08.11.32.361648000 AM,3188,"Local","CELL0846","IMSI000000395130985","IMEI000000613771650",15.94
6847,"+251739339279","+251782750915",08-MAY-24 08.17.39.366490000 AM,08-MAY-24 08.28.24.366490000 AM,645,"Roaming","CELL0847","IMSI000000222731467","IMEI000000073829828",19.35
6848,"+251739339279","+251787747405",30-MAY-24 07.23.24.251481000 AM,30-MAY-24 07.32.17.251481000 AM,533,"International","CELL0848","IMSI000000821850303","IMEI000000570371354",26.65
6849,"+251739339279","+251753506784",12-APR-24 03.14.58.505893000 AM,12-APR-24 04.14.25.505893000 AM,3567,"International","CELL0849","IMSI000000882001561","IMEI000000370165294",178.35
6850,"+251739339279","+251766952936",15-MAR-24 03.57.51.778911000 AM,15-MAR-24 04.05.22.778911000 AM,451,"Local","CELL0850","IMSI000000565264773","IMEI000000395330620",2.26
6851,"+251739339279","+251735401027",27-JAN-24 01.32.45.333644000 PM,27-JAN-24 01.50.06.333644000 PM,1041,"International","CELL0851","IMSI000000357735882","IMEI000000011045357",52.05
6852,"+251739339279","+251734853233",08-APR-24 06.48.20.554015000 AM,08-APR-24 07.37.25.554015000 AM,2945,"Local","CELL0852","IMSI000000003794982","IMEI000000047644113",14.73
6853,"+251739339279","+251763177297",16-APR-24 12.43.14.865680000 AM,16-APR-24 01.16.22.865680000 AM,1988,"Roaming","CELL0853","IMSI000000287631429","IMEI000000802979410",59.64
6854,"+251739339279","+251701534000",01-FEB-24 05.32.35.588859000 AM,01-FEB-24 06.27.29.588859000 AM,3294,"National","CELL0854","IMSI000000974309950","IMEI000000594236319",32.94
6855,"+251739339279","+251788528866",28-APR-24 01.43.52.043649000 PM,28-APR-24 02.07.00.043649000 PM,1388,"Local","CELL0855","IMSI000000743170901","IMEI000000357466860",6.94
6856,"+251739339279","+251767730900",25-FEB-24 04.01.52.426730000 PM,25-FEB-24 04.14.40.426730000 PM,768,"Roaming","CELL0856","IMSI000000904484533","IMEI000000793625171",23.04
6857,"+251739339279","+251708711217",16-MAY-24 10.03.42.476308000 AM,16-MAY-24 10.40.09.476308000 AM,2187,"International","CELL0857","IMSI000000953164382","IMEI000000525869305",109.35
6858,"+251739339279","+251748122743",18-FEB-24 10.45.51.903722000 AM,18-FEB-24 11.05.49.903722000 AM,1198,"National","CELL0858","IMSI000000167903048","IMEI000000164451047",11.98
6859,"+251739339279","+251789139233",16-APR-24 11.16.53.861505000 PM,16-APR-24 11.20.30.861505000 PM,217,"Roaming","CELL0859","IMSI000000037173494","IMEI000000978932793",6.51
6860,"+251739339279","+251766079068",20-MAR-24 10.59.56.099049000 PM,20-MAR-24 11.57.14.099049000 PM,3438,"International","CELL0860","IMSI000000758394187","IMEI000000114284573",171.9
6861,"+251747879853","+251748213129",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.00.31.000000000 AM,31,"Local","CELL0861","IMSI000000112144313","IMEI000000468326777",0.16
6862,"+251747879853","+251758993906",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.11.25.000000000 AM,685,"Roaming","CELL0862","IMSI000000083469478","IMEI000000459018857",20.55
6863,"+251747879853","+251738355082",23-DEC-25 03.16.52.052761000 PM,23-DEC-25 03.58.22.052761000 PM,2490,"Roaming","CELL0863","IMSI000000666018174","IMEI000000768200615",74.7
6864,"+251747879853","+251705592079",19-NOV-25 04.45.21.392937000 AM,19-NOV-25 04.54.44.392937000 AM,563,"Roaming","CELL0864","IMSI000000017622336","IMEI000000040624114",16.89
6865,"+251747879853","+251753744188",31-DEC-25 12.17.11.629371000 PM,31-DEC-25 12.38.47.629371000 PM,1296,"Roaming","CELL0865","IMSI000000134924955","IMEI000000541905350",38.88
6866,"+251747879853","+251778969048",22-DEC-25 04.29.11.628907000 PM,22-DEC-25 05.00.41.628907000 PM,1890,"Local","CELL0866","IMSI000000098928902","IMEI000000641679483",9.45
6867,"+251747879853","+251759949986",12-JAN-26 08.02.28.436135000 PM,12-JAN-26 08.52.47.436135000 PM,3019,"Local","CELL0867","IMSI000000193431617","IMEI000000125318372",15.1
6868,"+251747879853","+251712247803",16-NOV-25 07.14.28.203158000 AM,16-NOV-25 07.34.09.203158000 AM,1181,"National","CELL0868","IMSI000000473932962","IMEI000000087989023",11.81
6869,"+251747879853","+251779103725",22-JAN-26 02.37.01.783312000 AM,22-JAN-26 03.01.37.783312000 AM,1476,"Local","CELL0869","IMSI000000717183057","IMEI000000003724534",7.38
6870,"+251747879853","+251748783002",26-JAN-26 06.34.05.870254000 AM,26-JAN-26 07.02.42.870254000 AM,1717,"Roaming","CELL0870","IMSI000000131942142","IMEI000000642903239",51.51
6871,"+251747879853","+251712061017",09-DEC-25 03.11.39.321953000 AM,09-DEC-25 04.02.10.321953000 AM,3031,"Local","CELL0871","IMSI000000345007318","IMEI000000800776889",15.16
6872,"+251747879853","+251703712286",25-DEC-25 06.52.48.048087000 AM,25-DEC-25 06.55.26.048087000 AM,158,"Roaming","CELL0872","IMSI000000124250026","IMEI000000766761619",4.74
6873,"+251747879853","+251772739852",22-DEC-25 06.53.17.793027000 PM,22-DEC-25 07.19.26.793027000 PM,1569,"Roaming","CELL0873","IMSI000000569663928","IMEI000000769842172",47.07
6874,"+251747879853","+251712881730",31-DEC-25 12.00.00.000000000 AM,31-DEC-25 12.06.06.000000000 AM,366,"National","CELL0874","IMSI000000012192072","IMEI000000238706335",3.66
6875,"+251753079264","+251768538524",12-OCT-24 01.15.07.761906000 AM,12-OCT-24 01.35.14.761906000 AM,1207,"International","CELL0875","IMSI000000028724402","IMEI000000836467585",60.35
